2026-01-31 11:07:17,956 INFO    StreamThr :2176 [internal.py:wandb_internal():86] W&B internal server running at pid: 2176, started at: 2026-01-31 11:07:17.955561
2026-01-31 11:07:17,959 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: status
2026-01-31 11:07:17,966 INFO    WriterThread:2176 [datastore.py:open_for_write():85] open: D:\ecommerce-product-classifier\wandb\run-20260131_110717-m7g84873\run-m7g84873.wandb
2026-01-31 11:07:17,967 DEBUG   SenderThread:2176 [sender.py:send():380] send: header
2026-01-31 11:07:18,027 DEBUG   SenderThread:2176 [sender.py:send():380] send: run
2026-01-31 11:07:19,287 INFO    SenderThread:2176 [dir_watcher.py:__init__():211] watching files in: D:\ecommerce-product-classifier\wandb\run-20260131_110717-m7g84873\files
2026-01-31 11:07:19,288 INFO    SenderThread:2176 [sender.py:_start_run_threads():1124] run started: m7g84873 with start time 1769839637.95957
2026-01-31 11:07:19,307 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: check_version
2026-01-31 11:07:19,307 DEBUG   SenderThread:2176 [sender.py:send_request():407] send_request: check_version
2026-01-31 11:07:20,450 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: run_start
2026-01-31 11:07:20,472 DEBUG   HandlerThread:2176 [system_info.py:__init__():32] System info init
2026-01-31 11:07:20,472 DEBUG   HandlerThread:2176 [system_info.py:__init__():47] System info init done
2026-01-31 11:07:20,472 INFO    HandlerThread:2176 [system_monitor.py:start():194] Starting system monitor
2026-01-31 11:07:20,473 INFO    SystemMonitor:2176 [system_monitor.py:_start():158] Starting system asset monitoring threads
2026-01-31 11:07:20,474 INFO    HandlerThread:2176 [system_monitor.py:probe():214] Collecting system info
2026-01-31 11:07:20,477 INFO    SystemMonitor:2176 [interfaces.py:start():190] Started cpu monitoring
2026-01-31 11:07:20,477 DEBUG   HandlerThread:2176 [system_info.py:probe():196] Probing system
2026-01-31 11:07:20,478 INFO    SystemMonitor:2176 [interfaces.py:start():190] Started disk monitoring
2026-01-31 11:07:20,480 INFO    SystemMonitor:2176 [interfaces.py:start():190] Started memory monitoring
2026-01-31 11:07:20,499 INFO    SystemMonitor:2176 [interfaces.py:start():190] Started network monitoring
2026-01-31 11:07:20,500 DEBUG   HandlerThread:2176 [system_info.py:_probe_git():181] Probing git
2026-01-31 11:07:20,600 DEBUG   HandlerThread:2176 [system_info.py:_probe_git():189] Probing git done
2026-01-31 11:07:20,600 DEBUG   HandlerThread:2176 [system_info.py:probe():244] Probing system done
2026-01-31 11:07:20,600 DEBUG   HandlerThread:2176 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.26100-SP0', 'python': '3.11.9', 'heartbeatAt': '2026-01-31T06:07:20.478553', 'startedAt': '2026-01-31T06:07:17.946495', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'D:\\ecommerce-product-classifier\\src\\pipeline\\model_training.py', 'codePathLocal': 'src\\pipeline\\model_training.py', 'codePath': 'src\\pipeline\\model_training.py', 'git': {'remote': 'git@github.com:NAJEEBKHAN123/e-commerce-product-classifier.git', 'commit': '6fc0d15f6ca699c11db9e18487a22d18cd2db379'}, 'email': 'najeebkhanlaku@gmail.com', 'root': 'D:/ecommerce-product-classifier', 'host': 'DESKTOP-ETI9000', 'username': 'NAJEEB ULLAH', 'executable': 'D:\\ecommerce-product-classifier\\.venv\\Scripts\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1696.0, 'min': 0.0, 'max': 1896.0}, 'cpu_freq_per_core': [{'current': 1696.0, 'min': 0.0, 'max': 1896.0}], 'disk': {'/': {'total': 140.72069931030273, 'used': 28.833507537841797}}, 'memory': {'total': 7.846885681152344}}
2026-01-31 11:07:20,600 INFO    HandlerThread:2176 [system_monitor.py:probe():224] Finished collecting system info
2026-01-31 11:07:20,600 INFO    HandlerThread:2176 [system_monitor.py:probe():227] Publishing system info
2026-01-31 11:07:20,600 DEBUG   HandlerThread:2176 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2026-01-31 11:07:20,601 DEBUG   HandlerThread:2176 [system_info.py:_save_pip():68] Saving pip packages done
2026-01-31 11:07:20,602 INFO    HandlerThread:2176 [system_monitor.py:probe():229] Finished publishing system info
2026-01-31 11:07:20,609 DEBUG   SenderThread:2176 [sender.py:send():380] send: files
2026-01-31 11:07:20,609 INFO    SenderThread:2176 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2026-01-31 11:07:20,618 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: stop_status
2026-01-31 11:07:20,619 DEBUG   SenderThread:2176 [sender.py:send_request():407] send_request: stop_status
2026-01-31 11:07:20,619 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: internal_messages
2026-01-31 11:07:21,224 DEBUG   SenderThread:2176 [sender.py:send():380] send: telemetry
2026-01-31 11:07:21,313 INFO    Thread-16 :2176 [dir_watcher.py:_on_file_created():271] file/dir created: D:\ecommerce-product-classifier\wandb\run-20260131_110717-m7g84873\files\requirements.txt
2026-01-31 11:07:21,313 INFO    Thread-16 :2176 [dir_watcher.py:_on_file_created():271] file/dir created: D:\ecommerce-product-classifier\wandb\run-20260131_110717-m7g84873\files\output.log
2026-01-31 11:07:21,313 INFO    Thread-16 :2176 [dir_watcher.py:_on_file_created():271] file/dir created: D:\ecommerce-product-classifier\wandb\run-20260131_110717-m7g84873\files\wandb-metadata.json
2026-01-31 11:07:23,317 INFO    wandb-upload_0:2176 [upload_job.py:push():131] Uploaded file C:\Users\NAJEEB~1\AppData\Local\Temp\tmp7hb7aznwwandb\zlj1p2eo-wandb-metadata.json
2026-01-31 11:07:23,341 INFO    Thread-16 :2176 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\ecommerce-product-classifier\wandb\run-20260131_110717-m7g84873\files\output.log
2026-01-31 11:07:23,563 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: status_report
2026-01-31 11:07:29,407 INFO    Thread-16 :2176 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\ecommerce-product-classifier\wandb\run-20260131_110717-m7g84873\files\output.log
2026-01-31 11:07:29,559 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: status_report
2026-01-31 11:07:34,618 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: status_report
2026-01-31 11:07:35,627 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: stop_status
2026-01-31 11:07:35,627 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: internal_messages
2026-01-31 11:07:35,628 DEBUG   SenderThread:2176 [sender.py:send_request():407] send_request: stop_status
2026-01-31 11:07:40,108 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: status_report
2026-01-31 11:07:45,256 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: status_report
2026-01-31 11:07:50,341 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: status_report
2026-01-31 11:07:50,637 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: stop_status
2026-01-31 11:07:50,638 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: internal_messages
2026-01-31 11:07:50,719 DEBUG   SenderThread:2176 [sender.py:send_request():407] send_request: stop_status
2026-01-31 11:07:51,693 INFO    Thread-16 :2176 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\ecommerce-product-classifier\wandb\run-20260131_110717-m7g84873\files\config.yaml
2026-01-31 11:07:56,201 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: status_report
2026-01-31 11:08:01,265 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: status_report
2026-01-31 11:08:05,656 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: stop_status
2026-01-31 11:08:05,658 DEBUG   SenderThread:2176 [sender.py:send_request():407] send_request: stop_status
2026-01-31 11:08:05,666 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: internal_messages
2026-01-31 11:08:07,068 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: status_report
2026-01-31 11:08:12,139 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: status_report
2026-01-31 11:08:17,220 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: status_report
2026-01-31 11:08:20,506 DEBUG   SystemMonitor:2176 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2026-01-31 11:08:20,508 DEBUG   SenderThread:2176 [sender.py:send():380] send: stats
2026-01-31 11:08:20,668 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: internal_messages
2026-01-31 11:08:20,683 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: stop_status
2026-01-31 11:08:20,684 DEBUG   SenderThread:2176 [sender.py:send_request():407] send_request: stop_status
2026-01-31 11:08:23,142 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: status_report
2026-01-31 11:08:28,189 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: status_report
2026-01-31 11:08:33,366 DEBUG   HandlerThread:2176 [handler.py:handle_request():146] handle_request: status_report
