2026-01-31 11:36:54,862 INFO    StreamThr :24796 [internal.py:wandb_internal():86] W&B internal server running at pid: 24796, started at: 2026-01-31 11:36:54.860426
2026-01-31 11:36:54,865 DEBUG   HandlerThread:24796 [handler.py:handle_request():146] handle_request: status
2026-01-31 11:36:54,870 INFO    WriterThread:24796 [datastore.py:open_for_write():85] open: D:\ecommerce-product-classifier\wandb\run-20260131_113654-r7e1g2eh\run-r7e1g2eh.wandb
2026-01-31 11:36:54,872 DEBUG   SenderThread:24796 [sender.py:send():380] send: header
2026-01-31 11:36:54,932 DEBUG   SenderThread:24796 [sender.py:send():380] send: run
2026-01-31 11:36:56,103 INFO    SenderThread:24796 [dir_watcher.py:__init__():211] watching files in: D:\ecommerce-product-classifier\wandb\run-20260131_113654-r7e1g2eh\files
2026-01-31 11:36:56,104 INFO    SenderThread:24796 [sender.py:_start_run_threads():1124] run started: r7e1g2eh with start time 1769841414.864433
2026-01-31 11:36:56,113 DEBUG   HandlerThread:24796 [handler.py:handle_request():146] handle_request: check_version
2026-01-31 11:36:56,115 DEBUG   SenderThread:24796 [sender.py:send_request():407] send_request: check_version
2026-01-31 11:36:57,245 DEBUG   HandlerThread:24796 [handler.py:handle_request():146] handle_request: run_start
2026-01-31 11:36:57,269 DEBUG   HandlerThread:24796 [system_info.py:__init__():32] System info init
2026-01-31 11:36:57,269 DEBUG   HandlerThread:24796 [system_info.py:__init__():47] System info init done
2026-01-31 11:36:57,269 INFO    HandlerThread:24796 [system_monitor.py:start():194] Starting system monitor
2026-01-31 11:36:57,269 INFO    SystemMonitor:24796 [system_monitor.py:_start():158] Starting system asset monitoring threads
2026-01-31 11:36:57,270 INFO    HandlerThread:24796 [system_monitor.py:probe():214] Collecting system info
2026-01-31 11:36:57,275 INFO    SystemMonitor:24796 [interfaces.py:start():190] Started cpu monitoring
2026-01-31 11:36:57,275 DEBUG   HandlerThread:24796 [system_info.py:probe():196] Probing system
2026-01-31 11:36:57,276 INFO    SystemMonitor:24796 [interfaces.py:start():190] Started disk monitoring
2026-01-31 11:36:57,277 INFO    SystemMonitor:24796 [interfaces.py:start():190] Started memory monitoring
2026-01-31 11:36:57,298 INFO    SystemMonitor:24796 [interfaces.py:start():190] Started network monitoring
2026-01-31 11:36:57,300 DEBUG   HandlerThread:24796 [system_info.py:_probe_git():181] Probing git
2026-01-31 11:36:57,400 DEBUG   HandlerThread:24796 [system_info.py:_probe_git():189] Probing git done
2026-01-31 11:36:57,400 DEBUG   HandlerThread:24796 [system_info.py:probe():244] Probing system done
2026-01-31 11:36:57,400 DEBUG   HandlerThread:24796 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.26100-SP0', 'python': '3.11.9', 'heartbeatAt': '2026-01-31T06:36:57.276090', 'startedAt': '2026-01-31T06:36:54.835683', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'D:\\ecommerce-product-classifier\\src\\pipeline\\model_training.py', 'codePathLocal': 'src\\pipeline\\model_training.py', 'codePath': 'src\\pipeline\\model_training.py', 'git': {'remote': 'git@github.com:NAJEEBKHAN123/e-commerce-product-classifier.git', 'commit': '6fc0d15f6ca699c11db9e18487a22d18cd2db379'}, 'email': 'najeebkhanlaku@gmail.com', 'root': 'D:/ecommerce-product-classifier', 'host': 'DESKTOP-ETI9000', 'username': 'NAJEEB ULLAH', 'executable': 'D:\\ecommerce-product-classifier\\.venv\\Scripts\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1696.0, 'min': 0.0, 'max': 1896.0}, 'cpu_freq_per_core': [{'current': 1696.0, 'min': 0.0, 'max': 1896.0}], 'disk': {'/': {'total': 140.72069931030273, 'used': 28.8345947265625}}, 'memory': {'total': 7.846885681152344}}
2026-01-31 11:36:57,400 INFO    HandlerThread:24796 [system_monitor.py:probe():224] Finished collecting system info
2026-01-31 11:36:57,400 INFO    HandlerThread:24796 [system_monitor.py:probe():227] Publishing system info
2026-01-31 11:36:57,400 DEBUG   HandlerThread:24796 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2026-01-31 11:36:57,401 DEBUG   HandlerThread:24796 [system_info.py:_save_pip():68] Saving pip packages done
2026-01-31 11:36:57,402 INFO    HandlerThread:24796 [system_monitor.py:probe():229] Finished publishing system info
2026-01-31 11:36:57,410 DEBUG   SenderThread:24796 [sender.py:send():380] send: files
2026-01-31 11:36:57,410 INFO    SenderThread:24796 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2026-01-31 11:36:57,418 DEBUG   HandlerThread:24796 [handler.py:handle_request():146] handle_request: stop_status
2026-01-31 11:36:57,418 DEBUG   SenderThread:24796 [sender.py:send_request():407] send_request: stop_status
2026-01-31 11:36:57,420 DEBUG   HandlerThread:24796 [handler.py:handle_request():146] handle_request: internal_messages
2026-01-31 11:36:57,746 DEBUG   SenderThread:24796 [sender.py:send():380] send: telemetry
2026-01-31 11:36:58,125 INFO    Thread-16 :24796 [dir_watcher.py:_on_file_created():271] file/dir created: D:\ecommerce-product-classifier\wandb\run-20260131_113654-r7e1g2eh\files\output.log
2026-01-31 11:36:58,126 INFO    Thread-16 :24796 [dir_watcher.py:_on_file_created():271] file/dir created: D:\ecommerce-product-classifier\wandb\run-20260131_113654-r7e1g2eh\files\wandb-metadata.json
2026-01-31 11:36:58,126 INFO    Thread-16 :24796 [dir_watcher.py:_on_file_created():271] file/dir created: D:\ecommerce-product-classifier\wandb\run-20260131_113654-r7e1g2eh\files\requirements.txt
